comment_id,author,date,text,expected_label,model_pred,vectors,signal_strength
LneaDw26bFu8afPj-GzbZYFHKXzdkhupARKxWs82nbQ,Dominic Randall,,hi everyone  we are a duo and we are starting to record freestyles and put them on youtube  if any of you could check it out and like comment it would mean so much to us because we love doing this  we may not have the best recording equipment but if you listen to our lyrics and rhymes i think you     ll like it  if you do then please subscribe and share because we love making these videos and we want you to like them as much as possible so feel free to comment and give us pointers  thank you ,1,0,"-1,1,0,-1,-1,-1,0,0,0",5
z12xhdjrsxm3v550w22oynsjrnmvjhkvj,LuckyMusiqLive,2014-07-21T22:25:54.048000,this song is awesome  these guys are the best  love this video too its hilarious lol  im getting popular fast because i rap with meaning  thumbs up if you piss next to the water in the toilet so it doesnt make noise,1,0,"0,-1,0,-1,-1,-1,0,0,0",5
z12pgdhovmrktzm3i23es5d5junftft3f,lekanaVEVO1,2014-07-22T15:27:50,i love this so much  and also i generate free leads on auto pilot  amp  you can  too  http   www myleadergate com moretraffic,1,0,"-1,-1,0,-1,-1,1,0,0,0",5
z13isvpjcwadtnxfa23sdd0ipp20wzxdd,rtfamily,2015-05-23T16:45:03.492000,definitley the song for      when im not listening to gypsy shakira rocks br    span class  proflinkwrapper   span class  proflinkprefix     span  a class  proflink  href  https   plus google com                        oid                         shakiravevo  a   span ,1,0,"0,-1,-1,1,-1,1,-1,0,0",5
z131uprw3qv4w5iou04cjbbgtvjedpoonvs0k,Ruchira Naidu,2015-05-20T14:34:27.224000,help shakira     s waka waka be the first song by a female artist to reach   billion views  br    dark horse is ahead by roughly     million more views  and roar has only    million more views  br    a href  https   www youtube com watch v prpeedmmmq   https   www youtube com watch v prpeedmmmq   a ,1,0,"0,-1,-1,1,-1,1,-1,0,0",5
z13ahnbavmbgi50bv04cenuj1yyifhxq3hw,LuckyMusiqLive,2014-10-09T23:22:50,this song is so addicting  the hook is dope and catchy  love the video too   i m getting popular fast because i rap real   thumbs up if you piss next to  the water in the toilet so its quiet                                ,1,0,"0,-1,0,-1,-1,-1,-1,0,0",4
z12ohzkgtoreyzoqw04ccxgzxmnag3nhq5s,Danny Ly,2014-10-09T00:37:48,free itunes gift card http   shhort com a r x j gbrne,1,0,"-1,-1,-1,-1,-1,1,0,0,0",4
LneaDw26bFvaBIGMY4DfxNzifyIUm7GOWp8Br9oySEk,DanteBTV,,check out the new hot video by dante b called riled up,1,0,"-1,1,-1,-1,-1,-1,0,0,0",4
z13yele45yacxp1ux22muvvg2virwhwxh04,Magic Man,2014-10-06T19:57:32,download rapid facebook for free now https   play google com store apps details id com rapid facebook magicdroid,1,0,"-1,-1,-1,-1,-1,1,0,0,0",4
z13vdlhzymiuvvd2h224yxwomxrhczqdw,Beryllium,2014-09-27T21:21:50,hi everyone  my dream is to have passionate sex with katy perry  some people do not believe in mebut maybe you will  sex is a giant part of my life and it pushes me to be a better person  please give me a chance by giving me a thumbs up  if you love my ambition please subscribe ,1,0,"-1,-1,0,-1,-1,-1,0,1,0",4
LneaDw26bFtQ_DKei9k8hUUWHEzYNvZwn-q5QT2FCVU,Derek Moya,,you guys should check out this extraordinary website called moneygq com     you can make money online and start working from home today as i am    i am making over         per month at moneygq com     visit moneygq com and check it out   the metal drews the reflective effect  why does the expansion intervene the hilarious bit  the sneeze witnesss the smoke ,1,0,"-1,1,-1,-1,-1,-1,0,0,0",4
z12jj5kyfrjjhbq4e04cenuj1yyifhxq3hw,LuckyMusiqLive,2014-09-25T22:54:00,katy is beautiful  and this song is catchy  i m a rapper with        subscribers   thumbs up if you hate when you take a shit and the water  splashes your balls,1,0,"0,-1,-1,-1,-1,-1,0,0,0",4
_2viQ_Qnc6_kxEjV8Ut57SeEGdqSKmC8VGP1K38Q2qY,Scott Johnson,2013-10-18T19:45:43,you guys should check out this extraordinary website called zonepa com     you can make money online and start working from home today as i am    i am making over         per month at zonepa com     visit zonepa com and check it out   why does the statement conciliate the acidic stretch  the earth recognizes the money  when does the numberless number transport the trade ,1,0,"-1,1,-1,-1,-1,-1,0,0,0",4
z12sfnzallq5t5iki23gfbjb0ynxgxjyc04,Vincent Lenzi,2014-09-22T23:23:33,free itunes     giftcard codes  http   shhort com a r oocnjqu b,1,0,"-1,-1,-1,-1,-1,1,0,0,0",4
z13htjnpxw3sgfsdq22sdnc4vnyrfpiue,budhanmike,2014-09-01T03:32:14.127000,check out this funny video  quot cereal box knocks out baby quot  on my channel ,1,0,"-1,1,-1,-1,-1,-1,0,1,0",4
z12vzxcymvqtyrx3s22hi5ep1yq5cvmld,roflcopter2110,2014-09-19T23:18:41,http   thepiratebay se torrent          the expendables        dvdscr leaked clean xvid mp  rarbg ,1,0,"-1,-1,-1,-1,-1,1,0,0,0",4
LneaDw26bFuFItWTKmffBRPA4v3HwunSq-ceF3kwQZ4,Juarez Ounfee,, i can     t believe this i just now watched a brand new adult video clip with rihanna she has been screwing a black basketball player  check out her video right here if you wish    crazy celeb news eu pn,1,0,"-1,1,-1,-1,-1,-1,0,0,0",4
z12btr5hfnjydpwm023xtt0q4urzs1ju4,Mah Productions,2014-07-26T17:07:51.274000,check the shit out on my channel br    br    br   subscribe you will like it,1,0,"-1,1,-1,-1,-1,-1,0,1,0",4
_2viQ_Qnc6-q29okw74KTmVXCvhacMZ5NjAiYdAwHww,Louis Bryant,2013-10-12T15:55:05.693000,you guys should check out this extraordinary website called zonepa com   you can make money online and start working from home today as i am  i am making over         per month at zonepa com   visit zonepa com and check it out  the meat discusss the successful memory  how does the peaceful unit arbitrate the guide  the addition designs the worried loss ,1,0,"-1,1,-1,-1,-1,-1,0,0,0",4
z12tclby1nuyflgbw04cdnyg3zfvefn5lrg0k,Technibility,2014-09-12T21:08:47,great video by a great artist in katy perry  admire her creativity  check  out our channel for no nonsense mobile tech reviews and comparisons as well  as an iphone   and   plus review and comparison ,1,0,"-1,1,-1,-1,-1,-1,0,0,0",4
z13xwb3adyricdunf223txebnov1f1aiz04,Gram Bangla,2014-09-12T09:03:16,wow very nice congrasulation i live so much http   en prothom alo com sport news       zimbabwe a team due in dhaka wednesday ,1,0,"-1,-1,-1,-1,-1,1,0,0,0",4
_2viQ_Qnc69mufWqn8FcFN6u6tahNMkNWgB4-jKb2hs,Louis Bryant,2013-10-12T15:19:50.282000,you guys should check out this extraordinary website called zonepa com   you can make money online and start working from home today as i am  i am making over         per month at zonepa com   visit zonepa com and check it out  the plausible summer submits the behavior  when does the grass check the peaceful seat  the country strategizes the edge ,1,0,"-1,1,-1,-1,-1,-1,0,0,0",4
_2viQ_Qnc6-k1VSPmCd2mrSAAQXChBMxF7oeJGCepUU,Anderson St. Martin,2013-10-09T03:22:24.252000,hello everyone my name     s anderson and i     m a singer  not expecting to buy subscribers with words but to gain them with my voice  i might not be the best but my voice is different  in a good way  and i     ll work harder than anyone out there to get better       cuz  quot yeah quot  i have a dream  a huge one   who doesn     t   so please take   minutes of your time to check out my covers  give me a chance you won     t regret it if you feel like subscribing that     d be awesome and it     d mean the world to me thank you so much,1,0,"-1,1,-1,-1,-1,-1,0,1,0",4
z12hzb1hzxbjh310c234ddqgoluidjufb,Aemon Sevker,2014-09-07T19:34:29, go to my channel and check out my written songs,1,0,"0,1,-1,-1,-1,-1,-1,1,0",4
z13vsfqirtavjvu0t22ezrgzyorwxhpf3,Ajkal Khan,,my sister just received over       new  a rel  nofollow  class  ot hashtag  href  https   plus google com s    active   active  a  youtube views right now  the only thing she used was pimpmyviews  com,1,0,"-1,-1,-1,-1,-1,1,0,1,0",4
_2viQ_Qnc68DyUSaxqDmv-6yHPVUpKeYAZhrh2PUMZg,jameskileymusic,2013-10-06T05:38:47.524000,check out my bass cover of hips don     t lie by shakira ,1,0,"-1,1,-1,1,-1,-1,-1,1,0",4
_2viQ_Qnc68YhzlKOdq3h2y3v8TCi0RQSIFzQP8hltY,Derek Moya,2013-10-21T05:47:26.457000,you guys should check out this extraordinary website called moneygq com     you can make money online and start working from home today as i am    i am making over         per month at moneygq com     visit moneygq com and check it out   why does the fragile swim enlist the person  how does the ice audit the frequent son  the fantastic chance describes the rate ,1,0,"-1,1,-1,-1,-1,-1,0,0,0",4
z12jzdjxvvmxz3ymb23fwhyg4ub0xdju2,craftygirl20141,2014-11-10T19:46:03.336000,hi everyone this is cool check out sexy and i know it,1,0,"-1,1,-1,-1,-1,-1,0,0,0",4
z12kzxgg4w2ptbq2j23nv3sxorekzri1j,Salena Oneal,2014-10-16T12:24:32,if you looking for new music to listen to check out cece song called  dead me on itunes music video out now right here on youtube ,1,0,"0,1,-1,-1,-1,-1,-1,0,0",4
z12fxf2xaofxhvj1b220dn1qhnyotpybx04,Bob McBobbers,2014-10-17T03:05:04,hey guys  i was working last night on this project  it s a music streamer  like spotify  but it allows you to download the files to listen to when  you re offline  opening it as a free beta  feel free to try it out    download  https   mega co nz   ehvjzkya  bgkg iwphzohwaeuesrwnegqg labco rw wfx hao,1,0,"-1,-1,-1,-1,-1,1,0,0,0",4
LneaDw26bFuhuiZ8uX6C-qYLIsOFj9BIWtKWtCz870c,Lizzy Molly,,please check out my video called  quot we love mind master it quot  thanks,1,0,"-1,1,0,-1,-1,-1,-1,1,0",4
LneaDw26bFsPpgYyHcGAJk2dyALknpZ1ITQKBmY32HI,Chelsea Cameron,,     please read       hey everyone  i     m a    year old student  who loves to sing   i record and upload covers on my channel  i would love if you could check them out   just give me a chance  you don     t have to thumbs up or subscribe  but you can if you like what your hear   just listen  i     d really appreciate    thank you for your time   ,1,0,"-1,1,0,-1,-1,-1,-1,1,0",4
_2viQ_Qnc69LaqGJOI7p8VvK_26tIy8R0g_z-_ye79c,Laura Brown,2013-10-27T02:55:06.764000,you guys should check out this extraordinary website called firepa com     you can make money online and start working from home today as i am    i am making over         per month at firepa com     visit firepa com and check it out    lake     duzafizz   singlewave   spourmo   burder   colorful   claster   incandescent   ambitious   winooze   absorbing   macabre   crestboot   boxium   womanly   tan   ybuwyn   forgetful   pepelexa   zealous,1,0,"-1,1,-1,-1,-1,-1,0,0,0",4
z12yhleh5k2lcxtr304chn2gatiwur3xhz40k,Lizle Productions,2015-05-16T11:33:22.322000,top three shakira songs  my choice   br    br      waka waka  it     s time for africa  br    br      can     t remember to forget you  br    br      empire br    br   like this comment if u like shakira ,1,0,"0,-1,-1,1,-1,-1,-1,1,0",4
LneaDw26bFvuJSk9kaYj6_W0OBzf4mgoIFuYUzJMheY,Brandon Thaler,,hey everyone check out my channel leave a like and subscribe please and if there is a song you want me to do post the name in the comments and i will get on to it   thanks,1,0,"0,1,-1,-1,-1,-1,-1,1,0",4
z12uujnj2sifvzvav04chpypvofvexpoggg,Sudheer Yadav,2015-05-28T10:28:25.133000,see some more song open google and type shakira guruofmovie,1,0,"0,-1,-1,1,-1,-1,-1,0,0",4
LneaDw26bFtRu4tHavOZ4hr-PDVn2oz-9B1QtAfp6pc,david rodriguez,,do you want to make some easy money  check out my page tvcmcadavid weebly   com dont miss out on this opportunity,1,0,"-1,1,-1,-1,-1,-1,0,1,0",4
LneaDw26bFv4NFg1m91sL1Aq1p-2N06VweQT4vOwTqc,Ando Nesia - | MC | Music Producer,,do you know how sean kingston got famous why don     t you look it up kid before your so hard on yourself    if you hit me up with a message in my inbox and subscribe i will check out your channel    sounds fair to me ,1,0,"-1,1,-1,-1,-1,-1,0,1,0",4
LneaDw26bFtpMGuaegzvwo3PCtnpRUXnTXAHz_DzpKA,GhostPoet100,,eminem fans       check out the new song  quot feelin      good quot  by j d p  just click the  quot ghostpoet    quot  link above this post  thank you all   ,1,0,"0,1,-1,-1,-1,-1,-1,0,1",4
LneaDw26bFsFwQBcbaeKWWcSsBB7EA1zRf2nBgT9NyY,Ashim Limbu,, hi im    year rapper support me guy and check out my channel and check out my song you might like it also follow me in twitter  mcashim for follow back ,1,0,"0,1,-1,-1,-1,-1,-1,1,0",4
LneaDw26bFvq7Rq_343ImPD-uDHf2clFCLMRkYqXPX4,Tiffanythebest,,check out this new video i made called  quot we love mind master it quot   thank u so much ,1,0,"-1,1,0,-1,-1,-1,-1,0,0",4
LneaDw26bFtl5IRz0aJhyk-Id8DQ1p28SKectuNzbmE,Davide Puzzanghera,,hi guys      check out my remixes      thanx you     re great     swag    ,1,0,"-1,1,-1,-1,-1,-1,0,1,0",4
LneaDw26bFtlox7jDN60_ys-XolAIlgwwc5y6aEKR68,M.E.S,,hey guys i know its annoying getting spammed sorry bout that but please take a moment to check out my channel  im a rapper with decent skills  i want to share my music with more people so take a listen   thumbs up so more can see this,1,0,"-1,1,-1,-1,-1,-1,0,1,0",4
z12idnt4plzphv3jx04cd5jxoqjkzfxxsf0,THE AMAZING MOVIE MAKING NAD GAMING TOM BURKE,2015-04-11T20:32:48.515000,lol check out my chanell and subscribe please i want      subs thats it im nearly their now,1,0,"-1,1,-1,-1,-1,-1,0,1,0",4
LneaDw26bFvwhMGEs3mKR9qcJjIwC7L04F9DEGkLQfY,Drake Gagne,,i know you may not want to read this but please do  i     m    cypher an    year old rapper i have skill people said  my stuff isn     t as good as my new stuff but its good please check out my current songs comment and like thank you for reading rap is my life,1,0,"0,1,-1,-1,-1,-1,-1,1,0",4
_2viQ_Qnc6_pJLNSe-ysm1Q4pDNKWrl6EWw0cSIBV14,Ali Reza Nipu,2013-11-05T06:23:41.092000,i really love watching football and also ive started off making income with out financial risk from acquiring bonus deals  its this weird technique where you wager on something with one bookmakers and bet against it on betfair  you secure the bonus as income   a chap named jim vanstone is finding the wagers free on his own website vanstone secrets  google it    ive made about     quid thus far  and it is cost free  i guess the bookies pay him to obtain new consumers  yet this actually works ,1,0,"-1,-1,0,-1,-1,-1,0,0,0",4
LneaDw26bFuR9smjLJUhkDMS-5WcFp80WGZVHVi9Tsw,Butter Forbes,,hello  i only made one eminem song on my channel  could you guys just put a like on it please  don     t need to subscribe  thanks ,1,0,"0,-1,-1,-1,-1,-1,0,1,1",4
LneaDw26bFtI-0_UfYJ5VmhFKI63wbPsqzmdZkuvXd4,Andrew Guasch,,hey if you guys wouldnt mind   could you check out my boys and my music   we just made a real lyrical song   search dna andrew guasch   i appreciate it  leave some real feedback and keep hip hop alive,1,0,"0,1,-1,-1,-1,-1,-1,1,0",4
z13chb0r5lndj1mz504cefmpetrryb3qvf0,Nerdy Peach,2014-10-29T22:44:41,hey  i m nerdy peach and i m a new youtuber and it would mean the absolute  world to me if you could check  em out   lt    hope you like them   d,1,0,"-1,1,-1,-1,-1,-1,0,0,0",4
z13cynorbtfoydmbx04cfxohsqzvh1jwnlc0k,احمد الهوارى,2014-10-24T09:55:30,   rapid facebook    the free version of all colors and is characterized by  fast and beauty download now https   play google com store apps details id com rapid facebook magicdroid,1,0,"-1,-1,-1,-1,-1,1,0,0,0",4
LneaDw26bFvSkELgnp-ZdS5ZiYbn_tFmogawXBUucN4,Ked Woodly,,coffee   lovers   please   read   check out a song i wrote and sing on you tube called coffee lova type coffee lova like i spell it while your already on you tube hit enter then look for video titled coffee lova hit enter and blast   off  ,1,0,"0,1,-1,-1,-1,-1,-1,0,0",4
z133x1cptruyddomf230yx1zfwqhfzoxs04,Hude Deni,2014-10-25T08:13:25,happy birthday katy    http   giphy com gifs birthday flowers happy gw jy uqiaxkaqxs fullscreen   thats not me ,1,0,"-1,-1,-1,-1,-1,1,0,0,0",4
z13yfl2wqnzjynufz23dejrjetqedzgqx04,Ashley Smith,2014-10-25T15:23:36,hey   i know most people don t like these kind of comments  amp  see at spam   but i see as free advertising   so please check out my cover of sparks fly  by taylor swift   it is not the best ever i know  but maybe with some  encouraging words of wisdom from many of you i can become better  please go  to my channel and check it out  ,1,0,"-1,1,-1,-1,-1,-1,0,1,0",4
z13ghzwpmz30ilzzw04cit0gup2kwtajq5o,Yonate,2014-10-28T17:22:33,sign up for free on tsu and start making money on social media add follow  me and ill add follow you   http   tsu co roberts    ,1,0,"-1,-1,-1,-1,-1,1,0,0,0",4
z12qxxchsv2oetuut22jwxur3tjjcvmw004,D Germain,2014-10-29T21:34:30,please look up dhg songs this is my playlist with a bunch of amazing songs ,1,0,"0,-1,-1,-1,-1,-1,0,1,0",4
z13bcdoyolulstiif04cef2bvmepy1i54k40k,Khris Parkhill,2014-11-02T02:37:16,the perry you re doing a good job good job i love all of their videos and  by the way can you please describe to my channel please please please  please i m trying to get as many comments to skyburst lights is a cancer  and get famous please,1,0,"-1,-1,0,-1,-1,-1,0,1,0",4
LneaDw26bFulIEwMLpMhW9hdZ7Zlfu8GwVEpN5x1LXc,killtheclockhd,,check out our bands page on youtube killtheclockhd   check out some of our original songs including  quot your disguise quot ,1,0,"0,1,-1,-1,-1,-1,0,-1,0",4
